,loss,host,protocol,start_time
24,0.0006200589055960316,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 02:09:25.897788000 EST"
25,0.0005945038122556961,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 01:15:30.291804000 EST"
26,9.483938273110326e-05,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 20:23:59.484666000 EST"
27,0.01315868413158684,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 07:09:31.614635000 EST"
28,0.002170396609267184,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 00:34:18.826053000 EST"
29,8.764754002570995e-05,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 16:18:15.708014000 EST"
30,0.009127789046653144,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 05:38:22.814694000 EST"
31,0.00014888203129229604,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 02:50:24.492130000 EST"
32,0.018913840923324685,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 04:29:55.322191000 EST"
33,0.0029647597870763424,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 01:31:30.985860000 EST"
34,2.6284317461986306e-05,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 08:14:25.402900000 EST"
35,3.88299249288118e-05,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 22:01:55.680453000 EST"
36,0.003311416047265104,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 01:57:07.582536000 EST"
37,0.000491460867428431,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 11:12:14.551573000 EST"
38,0.0020380434782608695,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 01:02:39.928016000 EST"
39,9.018555678308119e-05,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 00:27:39.809630000 EST"
40,3.8847774993687235e-05,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 13:29:31.110566000 EST"
41,3.0094647666912438e-05,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 12:02:17.529303000 EST"
42,0.00010193160389378727,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 05:10:01.808071000 EST"
43,0.001621217159960093,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 10:23:01.915088000 EST"
44,0.00010712229348830359,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 04:58:07.618583000 EST"
45,0.0030572382947404177,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 07:34:53.066882000 EST"
46,0.006249382472087738,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 05:03:22.128433000 EST"
47,4.286051046867968e-05,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 19:59:39.500900000 EST"
48,0.00015605763728737147,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 22:20:49.971743000 EST"
