,loss,host,protocol,start_time
0,0.005223551173985244,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 02:35:01.866609000 EST"
1,0.005316588173731031,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 06:20:31.838870000 EST"
2,0.01800327332242226,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 10:33:19.053704000 EST"
3,0.022625727190385584,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 16:06:51.784383000 EST"
4,0.002607286308223522,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 00:09:31.128064000 EST"
5,0.00036037016135064015,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 13:05:17.201490000 EST"
6,0.003866762939879912,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 10:40:35.547876000 EST"
7,0.005290858981094857,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 11:58:38.831634000 EST"
8,0.011399222402081664,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 07:31:11.500860000 EST"
9,0.0020278902505796387,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 20:49:33.940327000 EST"
10,0.0036775940736994066,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 06:37:07.743768000 EST"
11,0.03165876458522479,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 12:56:26.272018000 EST"
12,0.001635499598839721,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 23:19:00.044553000 EST"
13,0.001472560006820278,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 13:50:38.314723000 EST"
14,0.002355787597096651,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 05:05:57.757059000 EST"
15,0.0022113472207683452,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 12:36:58.458086000 EST"
16,0.0016271501627150163,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 07:38:14.689985000 EST"
17,0.008247969408546626,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 06:26:16.358616000 EST"
18,0.0010530711549285546,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 10:26:13.295531000 EST"
19,0.03242649440228285,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 19:45:35.806417000 EST"
20,0.004568092048772111,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 01:06:13.244198000 EST"
21,0.007004997595299333,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 03:56:42.451323000 EST"
22,0.0005535810274142953,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 09:19:33.620660000 EST"
23,0.002270611940145851,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 03:20:57.001408000 EST"
24,0.0002991237433870192,mlcnetC.cs.wpi.edu,hybla,"Dec  7, 2020 15:42:06.912044000 EST"
25,0.0027246688862749787,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 23:54:40.861625000 EST"
26,0.000835912457168122,mlcnetD.cs.wpi.edu,pcc,"Dec  7, 2020 11:43:40.283939000 EST"
27,0.002482929857231533,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 04:32:32.198602000 EST"
